,comp_tokens,comp_ids,simp_tokens,simp_ids,edit_labels,new_edit_ids,comp_pos_tags,comp_pos_ids
1730,"['postal', 'systems', 'often', 'have', 'functions', 'other', 'than', 'sending', 'letters', '.']",[9934  529  124   44 1542   52   79 5996 1688    8],"['pistal', 'systems', 'do', 'more', 'then', 'send', 'letters', '.']",[   1  529  242   68   99 4064 1688    8],"['pistal', 'DEL', 'KEEP', 'do', 'more', 'then', 'send', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'STOP']",[   1    3    2  242   68   99 4064    3    3    3    3    3    3    5],"[('postal', 'JJ'), ('systems', 'NNS'), ('often', 'RB'), ('have', 'VBP'), ('functions', 'NNS'), ('other', 'JJ'), ('than', 'IN'), ('sending', 'VBG'), ('letters', 'NNS'), ('.', '.')]","[13, 29, 27, 11, 29, 13, 40, 5, 29, 24]"
1731,"['she', 'subsequently', 'recorded', '""', 'kanashiki', 'kuchibue', '""', ',', 'which', 'was', 'featured', 'on', 'a', 'radio', 'program', 'and', 'was', 'a', 'national', 'hit', '.']","[  62 1176  461    1    1    1    1    7   35   15  887   19   12  639
  604   10   15   12  117  763    8]","['she', 'coming', 'after', 'recorded', '""', 'kanashiki', 'kuchibue', '""', ',', 'which', 'was', 'featured', 'on', 'a', 'radio', 'program', 'and', 'was', 'a', 'person', 'be', 'in', 'touch']","[  62 2038   50  461    1    1    1    1    7   35   15  887   19   12
  639  604   10   15   12  541   36   11 3801]","['KEEP', 'coming', 'after', 'DEL', 'STOP', 'person', 'be', 'in', 'touch', 'DEL', 'DEL', 'DEL']",[   2 2038   50    3    5  541   36   11 3801    3    3    3],"[('she', 'PRP'), ('subsequently', 'RB'), ('recorded', 'VBD'), ('""', 'NNP'), ('kanashiki', 'NNP'), ('kuchibue', 'NNP'), ('""', 'NNP'), (',', ','), ('which', 'WDT'), ('was', 'VBD'), ('featured', 'VBN'), ('on', 'IN'), ('a', 'DT'), ('radio', 'NN'), ('program', 'NN'), ('and', 'CC'), ('was', 'VBD'), ('a', 'DT'), ('national', 'JJ'), ('hit', 'NN'), ('.', '.')]","[38, 27, 6, 30, 30, 30, 30, 9, 12, 6, 8, 40, 16, 19, 19, 33, 6, 16, 13, 19, 24]"
1732,"['iso', '3166-1', 'is', 'part', 'of', 'the', 'iso', '3166', 'standard', 'published', 'by', 'the', 'international', 'organization', 'for', 'standardization', '-lrb-', 'iso', '-rrb-', ',', 'and', 'defines', 'codes', 'for', 'the', 'names', 'of', 'countries', ',', 'dependent', 'territories', ',', 'and', 'special', 'areas', 'of', 'geographical', 'interest', '.']","[ 4682 14971    14    95     9     6  4682 26866   610   356    21     6
   208   683    20 16680     1  4682     1     7    10  5303  3440    20
     6   751     9   343     7  4505  1778     7    10   552   396     9
  4457   929     8]","['iso', '3166-1', 'is', 'part', 'of', 'the', 'iso', '3166', 'standard', 'published', 'by', 'the', 'international', 'organization', 'for', 'standardization', 'and', 'defines', 'codes', 'for', 'the', 'names', 'of', 'countries', ',', 'dependent', 'territories', 'and', 'areas', 'of', 'geographical', 'interest', '.']","[ 4682 14971    14    95     9     6  4682 26866   610   356    21     6
   208   683    20 16680    10  5303  3440    20     6   751     9   343
     7  4505  1778    10   396     9  4457   929     8]","['KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'DEL', 'DEL', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'KEEP', 'DEL', 'STOP']",[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 3 2 3 5],"[('iso', 'JJ'), ('3166-1', 'CD'), ('is', 'VBZ'), ('part', 'NN'), ('of', 'IN'), ('the', 'DT'), ('iso', 'NN'), ('3166', 'CD'), ('standard', 'NN'), ('published', 'VBN'), ('by', 'IN'), ('the', 'DT'), ('international', 'JJ'), ('organization', 'NN'), ('for', 'IN'), ('standardization', 'NN'), ('-lrb-', 'NNP'), ('iso', 'NN'), ('-rrb-', 'NN'), (',', ','), ('and', 'CC'), ('defines', 'NNS'), ('codes', 'NNS'), ('for', 'IN'), ('the', 'DT'), ('names', 'NNS'), ('of', 'IN'), ('countries', 'NNS'), (',', ','), ('dependent', 'JJ'), ('territories', 'NNS'), (',', ','), ('and', 'CC'), ('special', 'JJ'), ('areas', 'NNS'), ('of', 'IN'), ('geographical', 'JJ'), ('interest', 'NN'), ('.', '.')]","[13, 37, 15, 19, 40, 16, 19, 37, 19, 8, 40, 16, 13, 19, 40, 19, 30, 19, 19, 9, 33, 29, 29, 40, 16, 29, 40, 29, 9, 13, 29, 9, 33, 13, 29, 40, 13, 19, 24]"
1733,"['this', 'method', 'can', 'result', 'in', 'infection', ',', 'and', 'injury', 'to', 'internal', 'organs', '-lrb-', 'for', 'example', 'pulling', 'out', 'the', 'intestines', '-rrb-', ',', 'resulting', 'in', 'death', '.']","[   41  1189    63   440    11  2689     7    10  2986    13  1701  3267
     1    20   246 10980   126     6 19787     1     7  1299    11   210
     8]","['this', 'method', 'can', 'result', 'in', 'infection', ',', 'injury', 'to', 'internal', 'organs', 'and', 'death', '.']",[  41 1189   63  440   11 2689    7 2986   13 1701 3267   10  210    8],"['KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'and', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'STOP']","[ 2  2  2  2  2  2  2  3  2  2  2  2 10  3  3  3  3  3  3  3  3  3  3  3
  5]","[('this', 'DT'), ('method', 'NN'), ('can', 'MD'), ('result', 'VB'), ('in', 'IN'), ('infection', 'NN'), (',', ','), ('and', 'CC'), ('injury', 'NN'), ('to', 'TO'), ('internal', 'JJ'), ('organs', 'NNS'), ('-lrb-', 'VBP'), ('for', 'IN'), ('example', 'NN'), ('pulling', 'VBG'), ('out', 'RP'), ('the', 'DT'), ('intestines', 'NNS'), ('-rrb-', 'NNP'), (',', ','), ('resulting', 'VBG'), ('in', 'IN'), ('death', 'NN'), ('.', '.')]","[16, 19, 42, 31, 40, 19, 9, 33, 19, 25, 13, 29, 11, 40, 19, 5, 17, 16, 29, 30, 9, 5, 40, 19, 24]"
1734,"['an', 'even', 'larger', 'terminal', 'to', 'be', 'sited', 'nearby', 'is', 'also', 'being', 'promoted', '.']","[   33   280   646  3076    13    36 22777  1440    14    40   114  2601
     8]","['an', 'even', 'larger', 'terminal', 'to', 'be', 'sited', 'nearby', 'is', 'also', 'being', 'promoted', '.']","[   33   280   646  3076    13    36 22777  1440    14    40   114  2601
     8]",[],[],"[('an', 'DT'), ('even', 'RB'), ('larger', 'JJR'), ('terminal', 'NN'), ('to', 'TO'), ('be', 'VB'), ('sited', 'VBN'), ('nearby', 'RB'), ('is', 'VBZ'), ('also', 'RB'), ('being', 'VBG'), ('promoted', 'VBN'), ('.', '.')]","[16, 27, 46, 19, 25, 31, 8, 27, 15, 27, 5, 8, 24]"
1735,"['national', 'symbols', 'intend', 'to', 'unite', 'people', 'by', 'creating', 'visual', ',', 'verbal', ',', 'or', 'iconic', 'representations', 'of', 'the', 'national', 'people', ',', 'values', ',', 'goals', ',', 'or', 'history', '.']","[  117  3393 15004    13 11694   128    21  2264  2060     7 12483     7
    34  8662  9631     9     6   117   128     7  2421     7  1361     7
    34   241     8]","['national', 'special', 'signs', 'make', 'up', 'one', ""'s"", 'mind', 'to', 'put', 'together', 'people', 'by', 'making', 'come', 'into', 'existence', 'seeing', ',', 'verbal', ',', 'or', 'iconic', 'pictures', 'of', 'the', 'person', 'people', ',', 'values', ',', 'goals', ',', 'or', 'history', '.']","[  117   552  2646   323   101    42    23  2275    13  1084   437   128
    21   407   836    65  2017  4089     7 12483     7    34  8662  2104
     9     6   541   128     7  2421     7  1361     7    34   241     8]","['KEEP', 'special', 'signs', 'make', 'up', 'one', ""'s"", 'mind', 'DEL', 'DEL', 'KEEP', 'put', 'together', 'DEL', 'KEEP', 'KEEP', 'making', 'come', 'into', 'existence', 'seeing', 'DEL', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'pictures', 'DEL', 'KEEP', 'KEEP', 'person', 'DEL', 'STOP']","[   2  552 2646  323  101   42   23 2275    3    3    2 1084  437    3
    2    2  407  836   65 2017 4089    3    3    2    2    2    2    2
 2104    3    2    2  541    3    5]","[('national', 'JJ'), ('symbols', 'NNS'), ('intend', 'VBP'), ('to', 'TO'), ('unite', 'JJ'), ('people', 'NNS'), ('by', 'IN'), ('creating', 'VBG'), ('visual', 'JJ'), (',', ','), ('verbal', 'JJ'), (',', ','), ('or', 'CC'), ('iconic', 'JJ'), ('representations', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('national', 'JJ'), ('people', 'NNS'), (',', ','), ('values', 'NNS'), (',', ','), ('goals', 'NNS'), (',', ','), ('or', 'CC'), ('history', 'NN'), ('.', '.')]","[13, 29, 11, 25, 13, 29, 40, 5, 13, 9, 13, 9, 33, 13, 29, 40, 16, 13, 29, 9, 29, 9, 29, 9, 33, 19, 24]"
1736,"['the', 'foundations', 'of', 'quantum', 'mechanics', 'were', 'established', 'during', 'the', 'first', 'half', 'of', 'the', 'twentieth', 'century', 'by', 'werner', 'heisenberg', ',', 'max', 'planck', ',', 'louis', 'de', 'broglie', ',', 'albert', 'einstein', ',', 'niels', 'bohr', ',', 'erwin', 'schrödinger', ',', 'max', 'born', ',', 'john', 'von', 'neumann', ',', 'paul', 'dirac', ',', 'wolfgang', 'pauli', ',', 'david', 'hilbert', ',', 'and', 'others', '.']","[    6  6251     9  2707  2977    37   401    73     6    39   669     9
     6  5393   156    21 12631 13030     7  2690  8846     7   797   180
     1     7  2274  6267     7 18138 13451     7 19027 12133     7  2690
    96     7   182  1585 22801     7   803 25207     7  6647 22893     7
   888 11521     7    10   432     8]","['heisenberg', ',', 'planck', ',', 'de', 'broglie', ',', 'einstein', ',', 'bohr', ',', 'schrödinger', ',', 'born', ',', 'von', 'neumann', ',', 'dirac', ',', 'pauli', ',', 'hilbert', 'and', 'others', 'have', 'established', 'the', 'foundations', 'of', 'quantum', 'mechanics', '.']","[13030     7  8846     7   180     1     7  6267     7 13451     7 12133
     7    96     7  1585 22801     7 25207     7 22893     7 11521    10
   432    44   401     6  6251     9  2707  2977     8]","['DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'KEEP', 'KEEP', 'DEL', 'KEEP', 'KEEP', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'KEEP', 'KEEP', 'DEL', 'KEEP', 'KEEP', 'DEL', 'KEEP', 'KEEP', 'DEL', 'KEEP', 'KEEP', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'KEEP', 'KEEP', 'DEL', 'KEEP', 'KEEP', 'DEL', 'KEEP', 'DEL', 'KEEP', 'KEEP', 'have', 'established', 'the', 'foundations', 'of', 'quantum', 'mechanics', 'STOP']","[   3    3    3    3    3    3    3    3    3    3    3    3    3    3
    3    3    3    2    2    3    2    2    3    2    2    2    3    2
    2    3    2    2    3    2    2    3    2    2    3    2    2    2
    3    2    2    3    2    2    3    2    3    2    2   44  401    6
 6251    9 2707 2977    5]","[('the', 'DT'), ('foundations', 'NNS'), ('of', 'IN'), ('quantum', 'NN'), ('mechanics', 'NNS'), ('were', 'VBD'), ('established', 'VBN'), ('during', 'IN'), ('the', 'DT'), ('first', 'JJ'), ('half', 'NN'), ('of', 'IN'), ('the', 'DT'), ('twentieth', 'JJ'), ('century', 'NN'), ('by', 'IN'), ('werner', 'NN'), ('heisenberg', 'NN'), (',', ','), ('max', 'NN'), ('planck', 'NN'), (',', ','), ('louis', 'FW'), ('de', 'FW'), ('broglie', 'FW'), (',', ','), ('albert', 'JJ'), ('einstein', 'NN'), (',', ','), ('niels', 'NNS'), ('bohr', 'VBP'), (',', ','), ('erwin', 'JJ'), ('schrödinger', 'NN'), (',', ','), ('max', 'NN'), ('born', 'VBN'), (',', ','), ('john', 'JJ'), ('von', 'NN'), ('neumann', 'NN'), (',', ','), ('paul', 'NN'), ('dirac', 'NN'), (',', ','), ('wolfgang', 'NN'), ('pauli', 'NN'), (',', ','), ('david', 'NN'), ('hilbert', 'NN'), (',', ','), ('and', 'CC'), ('others', 'NNS'), ('.', '.')]","[16, 29, 40, 19, 29, 6, 8, 40, 16, 13, 19, 40, 16, 13, 19, 40, 19, 19, 9, 19, 19, 9, 22, 22, 22, 9, 13, 19, 9, 29, 11, 9, 13, 19, 9, 19, 8, 9, 13, 19, 19, 9, 19, 19, 9, 19, 19, 9, 19, 19, 9, 33, 29, 24]"
1737,"['on', 'august', '15', ',', 'convection', 'organized', 'into', 'bands', ',', 'and', 'as', 'its', 'winds', 'approached', 'hurricane', 'strength', ',', 'an', 'eye', 'developed', 'within', 'the', 'storm', '.']","[  19  186  378    7 2686 1615   65 1847    7   10   18   46 1209 4664
  391 1649    7   33 1408  318  221    6  327    8]","['on', 'august', '15', ',', 'onvection', 'organized', 'into', 'bands', ',', 'and', 'an', 'eye', 'developed', 'within', 'the', 'storm', 'as', 'its', 'winds', 'approached', 'hurricane', 'strength', '.']","[  19  186  378    7    1 1615   65 1847    7   10   33 1408  318  221
    6  327   18   46 1209 4664  391 1649    8]","['KEEP', 'KEEP', 'KEEP', 'KEEP', 'onvection', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'an', 'eye', 'developed', 'within', 'the', 'storm', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'STOP']","[   2    2    2    2    1    3    2    2    2    2    2   33 1408  318
  221    6  327    2    2    2    2    2    2    3    3    3    3    3
    3    3    5]","[('on', 'IN'), ('august', 'JJ'), ('15', 'CD'), (',', ','), ('convection', 'NN'), ('organized', 'VBN'), ('into', 'IN'), ('bands', 'NNS'), (',', ','), ('and', 'CC'), ('as', 'IN'), ('its', 'PRP$'), ('winds', 'NNS'), ('approached', 'VBN'), ('hurricane', 'NN'), ('strength', 'NN'), (',', ','), ('an', 'DT'), ('eye', 'NN'), ('developed', 'VBD'), ('within', 'IN'), ('the', 'DT'), ('storm', 'NN'), ('.', '.')]","[40, 13, 37, 9, 19, 8, 40, 29, 9, 33, 40, 4, 29, 8, 19, 19, 9, 16, 19, 6, 40, 16, 19, 24]"
1738,"['gramophone', 'archive', 'by', 'age', '15', ',', 'he', 'had', 'already', 'given', 'concerts', 'worldwide', '.']","[21927  8615    21   204   378     7    30    48  1083   284  2253   960
     8]","['gramophone', 'archive', 'by', 'age', '15', ',', 'he', 'had', 'already', 'given', 'concerts', 'worldwide', '.']","[21927  8615    21   204   378     7    30    48  1083   284  2253   960
     8]",[],[],"[('gramophone', 'NN'), ('archive', 'NN'), ('by', 'IN'), ('age', 'NN'), ('15', 'CD'), (',', ','), ('he', 'PRP'), ('had', 'VBD'), ('already', 'RB'), ('given', 'VBN'), ('concerts', 'NNS'), ('worldwide', 'NN'), ('.', '.')]","[19, 19, 40, 19, 37, 9, 38, 6, 27, 8, 29, 19, 24]"
1739,"['after', 'attaining', 'tropical', 'storm', 'status', ',', 'the', 'maximum', 'sustained', 'winds', 'fluctuated', 'for', 'three', 'days', 'between', '40', 'mph', '-lrb-', '65', 'km', '/', 'h', '-rrb-', 'and', '50', 'mph', '-lrb-', '85', 'km', '/', 'h', '-rrb-', '.']","[   50 13153   263   327   914     7     6  1997  3475  1209 29500    20
    92   383    81   986  1392     1  3945   361     1  1962     1    10
   817  1392     1  5223   361     1  1962     1     8]","['1', '.', 'after', 'attaining', 'tropical', 'storm', 'status', ',', 'the', 'maximum', 'sustained', 'winds', 'fluctuated', 'for', 'three', 'days', 'between', '40', 'mph', '-lrb-', '65', 'km', '/', 'h', '-rrb-', 'and', '50', 'mph', '-lrb-', '85', 'km', '/', 'h', '-rrb-', '.']","[  142     8    50 13153   263   327   914     7     6  1997  3475  1209
 29500    20    92   383    81   986  1392     1  3945   361     1  1962
     1    10   817  1392     1  5223   361     1  1962     1     8]","['1', '.', 'STOP']",[142   8   5],"[('after', 'IN'), ('attaining', 'VBG'), ('tropical', 'JJ'), ('storm', 'NN'), ('status', 'NN'), (',', ','), ('the', 'DT'), ('maximum', 'NN'), ('sustained', 'VBD'), ('winds', 'NNS'), ('fluctuated', 'VBN'), ('for', 'IN'), ('three', 'CD'), ('days', 'NNS'), ('between', 'IN'), ('40', 'CD'), ('mph', 'NN'), ('-lrb-', 'VBD'), ('65', 'CD'), ('km', 'NN'), ('/', 'NN'), ('h', 'NN'), ('-rrb-', 'NNP'), ('and', 'CC'), ('50', 'CD'), ('mph', 'NN'), ('-lrb-', 'VBD'), ('85', 'CD'), ('km', 'NN'), ('/', 'NN'), ('h', 'NN'), ('-rrb-', 'NN'), ('.', '.')]","[40, 5, 13, 19, 19, 9, 16, 19, 6, 29, 8, 40, 37, 29, 40, 37, 19, 6, 37, 19, 19, 19, 30, 33, 37, 19, 6, 37, 19, 19, 19, 19, 24]"
1740,"['the', 'common', 'soft', 'corals', 'on', 'the', 'great', 'barrier', 'reef', 'belong', 'to', '36', 'genera', '.']","[    6   200  2579 11893    19     6   202  4188  3986  4115    13  3653
  3223     8]","['the', 'great', 'barrier', 'reef', 'have', 'common', 'soft', 'corals', 'that', 'belong', 'to', '36', 'genera', '.']","[    6   202  4188  3986    44   200  2579 11893    24  4115    13  3653
  3223     8]","['KEEP', 'great', 'barrier', 'reef', 'have', 'KEEP', 'KEEP', 'KEEP', 'that', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'STOP']","[   2  202 4188 3986   44    2    2    2   24    3    3    3    3    3
    5]","[('the', 'DT'), ('common', 'JJ'), ('soft', 'JJ'), ('corals', 'NNS'), ('on', 'IN'), ('the', 'DT'), ('great', 'JJ'), ('barrier', 'NN'), ('reef', 'NN'), ('belong', 'NN'), ('to', 'TO'), ('36', 'CD'), ('genera', 'NN'), ('.', '.')]","[16, 13, 13, 29, 40, 16, 13, 19, 19, 19, 25, 37, 19, 24]"
1741,"['in', 'the', 'manga', ',', 'blaine', 'is', 'a', 'former', 'team', 'rocket', 'scientist', 'who', 'had', 'combined', 'the', 'dna', 'of', 'mew', 'with', 'his', 'own', 'dna', ',', 'creating', 'mewtwo', '.']","[   11     6  6243     7 17146    14    12   316   164  3581  4527    56
    48  1264     6  1523     9     1    22    28   217  1523     7  2264
     1     8]","['in', 'the', 'manga', ',', 'blaine', 'is', 'used', 'to', 'be', 'a', 'team', 'rocket', 'scientist', 'who', 'created', 'mewtwo', 'by', 'combining', 'the', 'dna', 'of', 'mew', 'with', 'his', 'own', 'dna', '.']","[   11     6  6243     7 17146    14    61    13    36    12   164  3581
  4527    56   355     1    21  5834     6  1523     9     1    22    28
   217  1523     8]","['KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'used', 'to', 'be', 'KEEP', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'created', 'mewtwo', 'by', 'combining', 'DEL', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'DEL', 'DEL', 'STOP']","[   2    2    2    2    2    2   61   13   36    2    3    2    2    2
    2  355    1   21 5834    3    3    2    2    2    2    2    2    2
    2    3    3    3    5]","[('in', 'IN'), ('the', 'DT'), ('manga', 'NN'), (',', ','), ('blaine', 'NN'), ('is', 'VBZ'), ('a', 'DT'), ('former', 'JJ'), ('team', 'NN'), ('rocket', 'NN'), ('scientist', 'NN'), ('who', 'WP'), ('had', 'VBD'), ('combined', 'VBN'), ('the', 'DT'), ('dna', 'NN'), ('of', 'IN'), ('mew', 'NN'), ('with', 'IN'), ('his', 'PRP$'), ('own', 'JJ'), ('dna', 'NN'), (',', ','), ('creating', 'VBG'), ('mewtwo', 'NN'), ('.', '.')]","[40, 16, 19, 9, 19, 15, 16, 13, 19, 19, 19, 14, 6, 8, 16, 19, 40, 19, 40, 4, 13, 19, 9, 5, 19, 24]"
1742,"['they', 'were', 'responsible', 'for', 'ensuring', 'that', 'people', 'had', 'many', 'children', 'and', 'that', 'the', 'land', 'produced', 'plentiful', 'crops', '.']","[   54    37  1339    20 14669    24   128    48    75   251    10    24
     6   325   313 21234  4379     8]","['they', 'were', 'responsible', 'for', 'ensuring', 'that', 'people', 'had', 'many', 'children', 'and', 'that', 'the', 'land', 'produced', 'plentiful', 'crops', '.']","[   54    37  1339    20 14669    24   128    48    75   251    10    24
     6   325   313 21234  4379     8]",[],[],"[('they', 'PRP'), ('were', 'VBD'), ('responsible', 'JJ'), ('for', 'IN'), ('ensuring', 'VBG'), ('that', 'IN'), ('people', 'NNS'), ('had', 'VBD'), ('many', 'JJ'), ('children', 'NNS'), ('and', 'CC'), ('that', 'IN'), ('the', 'DT'), ('land', 'NN'), ('produced', 'VBN'), ('plentiful', 'JJ'), ('crops', 'NNS'), ('.', '.')]","[38, 6, 13, 40, 5, 40, 29, 6, 13, 29, 33, 40, 16, 19, 8, 13, 29, 24]"
1743,"['as', 'the', 'storm', 'began', 'to', 'rapidly', 'intensify', ',', 'the', 'warning', 'was', 'further', 'modified', 'to', 'a', 'hurricane', 'warning', '.']","[   18     6   327   159    13  1877 12475     7     6  2612    15   516
  2509    13    12   391  2612     8]","['as', 'the', 'storm', 'began', 'to', 'rapidly', 'get', 'stronger', ',', 'the', 'warning', 'was', 'further', 'changed', 'to', 'a', 'hurricane', 'warning', '.']","[  18    6  327  159   13 1877  963 4771    7    6 2612   15  516  837
   13   12  391 2612    8]","['KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'get', 'stronger', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'changed', 'DEL', 'STOP']","[   2    2    2    2    2    2  963 4771    3    2    2    2    2    2
  837    3    5]","[('as', 'IN'), ('the', 'DT'), ('storm', 'NN'), ('began', 'VBD'), ('to', 'TO'), ('rapidly', 'RB'), ('intensify', 'VB'), (',', ','), ('the', 'DT'), ('warning', 'NN'), ('was', 'VBD'), ('further', 'RB'), ('modified', 'VBN'), ('to', 'TO'), ('a', 'DT'), ('hurricane', 'NN'), ('warning', 'NN'), ('.', '.')]","[40, 16, 19, 6, 25, 27, 31, 9, 16, 19, 6, 27, 8, 25, 16, 19, 19, 24]"
1744,"['introduction', 'this', 'unstaffed', 'station', 'on', 'the', 'qingzang', 'railway', 'opened', 'for', 'service', 'on', 'july', '1', ',', '2006', '.']","[2778   41    1  551   19    6    1 1000  702   20  366   19  194  142
    7  330    8]","['introduction', ':', 'with', 'no', 'people', 'running', 'it', ',', 'this', 'station', 'on', 'the', 'qingzang', 'railway', 'was', 'open', 'for', 'service', 'on', 'july', ',', '1', ',', '2006', '.']","[2778   38   22  113  128 1163   31    7   41  551   19    6    1 1000
   15  483   20  366   19  194    7  142    7  330    8]","['KEEP', ':', 'with', 'no', 'people', 'running', 'it', ',', 'KEEP', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'was', 'open', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', ',', 'STOP']","[   2   38   22  113  128 1163   31    7    2    3    2    2    2    2
    2   15  483    3    2    2    2    2    7    5]","[('introduction', 'NN'), ('this', 'DT'), ('unstaffed', 'JJ'), ('station', 'NN'), ('on', 'IN'), ('the', 'DT'), ('qingzang', 'NN'), ('railway', 'NN'), ('opened', 'VBD'), ('for', 'IN'), ('service', 'NN'), ('on', 'IN'), ('july', 'NN'), ('1', 'CD'), (',', ','), ('2006', 'CD'), ('.', '.')]","[19, 16, 13, 19, 40, 16, 19, 19, 6, 40, 19, 40, 19, 37, 9, 37, 24]"
1745,"['it', 'is', 'currently', 'used', 'mostly', 'for', 'football', 'matches', 'and', 'is', 'the', 'home', 'of', 'santos', 'football', 'club', '.']","[   31    14   714    61   774    20   419  1899    10    14     6   224
     9 11222   419   420     8]","['it', 'is', 'currently', 'used', 'mostly', 'for', 'football', 'matches', 'and', 'is', 'the', 'home', 'of', 'santos', 'football', 'club', '.']","[   31    14   714    61   774    20   419  1899    10    14     6   224
     9 11222   419   420     8]",[],[],"[('it', 'PRP'), ('is', 'VBZ'), ('currently', 'RB'), ('used', 'VBN'), ('mostly', 'RB'), ('for', 'IN'), ('football', 'NN'), ('matches', 'NNS'), ('and', 'CC'), ('is', 'VBZ'), ('the', 'DT'), ('home', 'NN'), ('of', 'IN'), ('santos', 'NN'), ('football', 'NN'), ('club', 'NN'), ('.', '.')]","[38, 15, 27, 8, 27, 40, 19, 29, 33, 15, 16, 19, 40, 19, 19, 19, 24]"
1746,"['contact', 'between', 'visiting', 'seamen', 'and', 'prisoners', 'was', 'barred', '.']",[ 1745    81  4100 25686    10  3969    15 10530     8],"['contact', 'between', 'visiting', 'seamen', 'and', 'prisoners', 'was', 'barred', '.']",[ 1745    81  4100 25686    10  3969    15 10530     8],[],[],"[('contact', 'NN'), ('between', 'IN'), ('visiting', 'VBG'), ('seamen', 'NNS'), ('and', 'CC'), ('prisoners', 'NNS'), ('was', 'VBD'), ('barred', 'VBN'), ('.', '.')]","[19, 40, 5, 29, 33, 29, 6, 8, 24]"
1747,"['occultations', 'by', 'hermione', 'have', 'been', 'successfully', 'observed', 'three', 'times', 'so', 'far', ',', 'the', 'last', 'time', 'in', 'february', ',', '2004', '.']","[    1    21 23994    44    59  2483  1526    92   274   162   739     7
     6   232    71    11   248     7   510     8]","['occultations', 'by', 'hermione', 'have', 'been', 'successfully', 'observed', 'three', 'times', 'so', 'far', ',', 'the', 'last', 'time', 'in', 'february', ',', '2004', '.']","[    1    21 23994    44    59  2483  1526    92   274   162   739     7
     6   232    71    11   248     7   510     8]",[],[],"[('occultations', 'NNS'), ('by', 'IN'), ('hermione', 'NN'), ('have', 'VBP'), ('been', 'VBN'), ('successfully', 'RB'), ('observed', 'VBN'), ('three', 'CD'), ('times', 'NNS'), ('so', 'RB'), ('far', 'RB'), (',', ','), ('the', 'DT'), ('last', 'JJ'), ('time', 'NN'), ('in', 'IN'), ('february', 'JJ'), (',', ','), ('2004', 'CD'), ('.', '.')]","[29, 40, 19, 11, 8, 27, 8, 37, 29, 27, 27, 9, 16, 13, 19, 40, 13, 9, 37, 24]"
